title,artist,duration,album
きっとコースター - Kitto Coaster,Ado,,Kitto Coaster
きみの名前,Chiai Fujikawa,,Laika (Special Edition)
くらべられっ子 - Compared Child,TUYU,3:35,It's Raining After All
ぐらでーしょん - Gradation (feat. Yuho Kitazawa),KANA-BOON,,renaishijousyugi
この街に晴れはこない - Kono Machi Ni Hare Wa Konai,minami,,DROP
これからも五等分 - Korekara mo Gotobun,Nakanoke no Itsutsugo,,Korekara mo Gotobun
こんな世界、知りたくなかった。 - Konna Sekai Shiritaku Nakatta,Miku Sawai,,Konnasekaishiritakunakatta
こんな命がなければ - If there is not such a life,Tsukuyomi,3:57,If there is not such a life
ごぶんのいち - Gobun no Ichi,Nakanoke no Itsutsugo,,Gotoubun no Kimochi
ごまかし (Aiobahn Remix) - SACRA BEATS Singles - Gomakashi (Aiobahn Remix) - SACRA BEATS Singles,TrySail,,Gomakashi (Aiobahn Remix) - SACRA BEATS Singles
さがしもの - Sagashimono,Chiai Fujikawa,,Sagashimono
さくら - Sakura,yukinifuru,,Follow You
さよならfrequency - sayonara frequency,HACHI,,Close to heart
さよならのゆくえ - Sayonarano Yukue,Alisa Takigawa,,At Film.
さよならエレジー - Sayonara Elegy,Masaki Suda,,Sayonara Elegy
さよならモラトリアム - Sayonara Moratorium,Nao Toyama,,Gunjyo Infinity
さよナラ - Sayonara,ReoNa,,HUMAN
しるし - Shirushi,LUCK LIFE,,Shirushi / ℃ (Tsurune Ver.)
すくりぃむ！ - Scream!,Pmarusama。,,Scream!
すずめ - Suzume (feat. Toaka),RADWIMPS,3:57,Suzume
せーかいせかい - Ladder Lottery,Tota,,Ladder Lottery
その声を覚えてる - Sonokoewo Oboeteru,Marina Kawano,,Otorimonogatari Gekihanongakushu (Original Soundtrack)
そばにいて。 - Sobaniite,Yuika,,Sobaniite
それで充分だよ。 - That's Enough (feat. KAFU),MIMI,,That's Enough
それは小さな光のような - Sorewa Chiisana Hikarinoyouna,SAYURI,,mikazuki no Koukai
それは小さな光のような - Sorewa Chiisana Hikarinoyouna,SAYURI,,Sorewachiisanahikarinoyouna - Special Edition
それは心地良い夢でした。,ミセカイ,,それは心地良い夢でした。
それを僕らは神様と呼ぶ - we call it the deity,Tsukuyomi,,we call it the deity
そんなもんね - That's The Way It Goes,asmi,3:01,That's The Way It Goes
たからもの - Takaramono,Nakanoke no Itsutsugo,,Gotoubun no Mirai EP
ただ、君のままで - Rest in peace.,Sou,,Rest in peace.
ただ、透明 - Invisible You (feat. yin),Shiro Yunogi,,Invisible You
ただ君に晴れ  / 角巻わため(Cover),Tsunomaki Watame,3:22,
ただ声一つ - One Voice,Rokudenashi,2:42,One Voice
ただ声一つ - tada koe hitotsu,mihoyana,,tada koe hitotsu
たぶん,YOASOBI,,THE BOOK
だきしめるまで。 (Cover) - Dakisimerumade (Cover),Kotoha,,Dakisimerumade (Cover)
ちいさな世界 - chiisanasekai,Risa Ogata,,montage
つよがり - Tsuyogari,Shoko Nakagawa,,Tsuyogari
ときはなて！ - Tokihanate!,Hashimero,,Tokihanate!
ともに - Tomoni,WANIMA,,JUICE UP!!
どうかしてる - Doukashiteru,WurtS,,Doukashiteru
どうかしてるわ,mary,,13月のメリー
どっち - docchi,Risa Ogata,,docchispecialedition
ないものねだり - Revenge THE FIRST TAKE - Naimononedari Revenge the First Take (feat. Mossa),KANA-BOON,,Naimononedari Revenge THE FIRST TAKE
なにが悪い - What is wrong with,kessoku band,,Kessoku Band
にんころダンス - Ninkoro Dance (feat. HaKoniwalily),MARUMOCHI from HoneyWorks,,Ninkoro Dance
ねぇ - Nee,YOAKE,,Nee
ねむるまち - Sleeping town (feat. yama),whaledontsleep,,Sleeping town
はじまりのセツナ - The Beginning of Setsuna (Hajimari no Setsuna),Roubai Academy Middle School Class 1-3,,The Beginning of Setsuna (Hajimari no Setsuna)
はじまりの音 - Hajimari No Oto,雨宿り,,Hajimari No Oto
はなれない距離 - HanarenaiKyori,TrySail,,SuperBloom
"ばいばいまたあした - Good-bye, See You Tomorrow",Rokudenashi,,"Good-bye, See You Tomorrow"
ひとえに壊れて - Unraveling,KAF,,Unraveling
ひとひらを紡いで - Hitohiratsumuide,nayuta,,"Omoi, tsumuide"
ひとりごと - Hitorigoto,Omoinotake,,Hitorigoto
ひとりじゃないんだ - Never Alone,Kohana Lam,,Never Alone
ひとりぼっち東京 - hitoribocchi tokyo,kessoku band,,Kessoku Band
ひとりぼっち東京 - hitoribocchi tokyo,kessoku band,3:54,seisyun complex
ひみつ基地 - Secret base,kessoku band,,Kessoku Band
ひみつ基地 -恒星- Live ver. - Secret base -Fixed Star- Concert version,kessoku band,,Kessoku Band Concert-Fixed Star- at Zepp Haneda(TOKYO)
ひゅるりらぱっぱ - HYURURIRAPAPPA,tuki.,,15
ふうせん - Fusen,SAYURI,,Sorewachiisanahikarinoyouna - Special Edition
ふぉりら - Folila,ClariS,,Folila
ふざけてないぜ - Fuzaketenaize,NECRY TALKIE,,Fuzaketenaize
ふり,日曜日のメゾンデ,,ふり
へび - Snake,Yorushika,,Snake
ほしに誓う - I swear on the stars,Sawamura Kirari,,I swear on the stars
ほたる祭りの日 - hotarumatsurinohi,Masaki Sato,,hotarumatsurinohi
ぼなぺてぃーと▽S - Bon Appetit S,BLEND-A,,Bon Appetit S/Detaramena Minus to Plus ni Okeru BlendKou
ぼなぺてぃーと▽S（TVサイズver） - Bon Appetit S (TV Size Version),BLEND-A,,Bon Appetit S (TV Size Version)
まずは今日から - Starting today,Zarame,,Starting today
また　あした - Mata Ashita,Madoka Kaname (CV:Aoi Yuki),,Puella Magi Madoka Magica Music Collection
また夏を追う - Matanatsuwoou,Atarayo,,Matanatsuwoou
まちぼうけ - Stood me up,Rokudenashi,,Stood me up
まっさかさマジック！ - Upside down Magic,shallm,,Upside down Magic
まなざし - manazashi,HACHI,,manazashi
まほうのかぜ,熊田茜音,,まほうのかぜ
もぐもぐYUMMY！ （ぽいずにゃ～しんどろーむ ver.） - Mogu Mogu YUMMY！ (POISONYA SYNDROME ver.),Nekomata Okayu,,POISONYA SYNDROME
もしも - If (feat. mass),MIMI,,If
もしも命が描けたら,YOASOBI,,THE BOOK 2
やっぱり雨は降るんだね - It's Raining After All,TUYU,,It's Raining After All
やれんの?エンドレス - Yarenno? Endless,Kana Hanazawa,,Yarenno? Endless
やわらかな光,Yutaka Yamada,,フジテレビ系ドラマ「僕のいた時間」オリジナルサウンドトラック
ゆびさき,AliA,,ゆびさき
わたしに花束 - Bouquet for Me,Ado,,Bouquet for Me
わやわやわー！ - WaYaWaYaWa−!,Asaka,,WaYaWaYaWa−!
アイスクリーム シンドローム - Ice Cream Syndrome,SUKIMASWITCH,,Musium
アイスベースガール - Icebase Girl,sanetii,,Icebase Girl
アイセタ - Aiseta,Myuk,,Aiseta
アイドル,YOASOBI,3:34,アイドル
アイビー - Ivy,Novelbright,,Ivy
アイモライモ - Aimoraimo,tuki.,,15
アイロニ - AIRONI,Kohana Lam,,While crying
アイロニ - Irony,majiko,,Irony
アイヲウタエ - Ai Wo Utae,Luna Haruna,,Oversky
アオとキラメキ - Ao to Kirameki,spira spica,3:38,Ao to Kirameki
アオハル - Aoharu,Koku Radio,4:13,KAGUYA ULTRA BEST
アカシア - Acacia,BUMP OF CHICKEN,4:23,Acacia
アカツキ - Akatsuki,Hakubi,,Akatsuki
アサガオの散る頃に - When the Morning Glory Falls,TUYU,,It's Raining After All
アストロノーツ,mary,,Boost!
アスノヨゾラ哨戒班 (10th Anniversary mix) - Asu no Yozora Shoukaihan (10th Anniversary mix),Yuaru,,Asu no Yozora Shoukaihan (10th Anniversary mix)
アスノヨゾラ哨戒班 - Asu no Yozora Shoukaihan,Yuaru,3:00,Asu no Yozora Shoukaihan
アスノヨゾラ哨戒班 - Night Sky Patrol of Tomorrow,Orangestar,,Mikansei Eight Beats
アスノヨゾラ哨戒班 / Hebi. cover,Hebi.,3:00,
アスノヨゾラ哨戒班 / Orangestar (acoustic cover),Ririsya,3:43,
アタシは問題作 - I’m a Controversy,Ado,,Zanmu
アディオス - Adios,DAZBEE,,Adios
アノマリー - ANOMALY,ナツノセ,,ANOMALY
アポリア - Aporia,Yorushika,,Aporia
アマネゾラ - Amanezora,Rokudenashi,,The Flower of Love
アメイジンググレイス - AMAZING GRACE,sanetii,,AMAZING GRACE
アメイセンソウ - Noisy Rainy,Tsukuyomi,,Noisy Rainy
アメヲマツ、 - Ame Wo Matsu,minami,4:56,DROP
アルカテイル (Hamu 20th Anniversary Remix) - Alka Tale (Hamu 20th Anniversary Remix),鈴木このみ,,Key BEST SELECTION
アルカテイル - Alka Tale,鈴木このみ,4:47,PC Game Summer Pockets OP Theme 'Alka Tale'
アルカンシェル,花たん,,TVアニメ「転生王女と天才令嬢の魔法革命」オープニングテーマ「アルカンシェル」
アルジャーノン - Algernon,Yorushika,,Magic Lantern
アルビレオ - Albireo,Rokudenashi,3:28,Albireo
アルペジオ - Arpeggio,[Alexandros],,Sleepless In Brooklyn
アンダンテ - Andante,ClariS,,Andante
アンビバレント - Ambivalent,Uru,4:03,Ambivalent
イエスタデイ - Yesterday,Official HIGE DANdism,,Traveler
イオ - Io,Rokudenashi,3:04,Io
イシュカン･コミュニケーション,ちょろゴンず,,イシュカン･コミュニケーション
イツライ - itsurai,Ryushen,,itsurai
イノセント - Innocent,*Luna feat. Nenne,,Bed Time Story
イフ - IF,Tsukuyomi,3:34,IF
イマココ - Imakoko,Nao Toyama,,Imakoko / Tsukigakirei
イヤホンと蝉時雨 - Earphones and a Chorus of Cicadas,mary,,No Doubt He Uses Magic.
インタリオ - Intaglio,Kana Hanazawa,,Memoirs and Fingertips
インフェルノ (Instrumental) - Inferno (Instrumental),Mrs. GREEN APPLE,,5 -Instrumentals-
インフェルノ - Inferno,Mrs. GREEN APPLE,3:33,Inferno
インフェルノ - Inferno,Mrs. GREEN APPLE,,Attitude
イージー?ハード?しかして進めっ! - Easy? Hard? Shikashite Susume!,DIALOGUE+,,DIALOGUE+3
ウィークエンドロール - Weekend Roll,halca,,Weekend Roll
ウソとホント - Uso To Honto,Masaru Yokoyama,,Your Lie in April ORIGINAL SONG & SOUNDTRACK
エクストラ・マジック・アワー - Extra Magic Hour,AKINO from bless4,,Extra Magic Hour
エクトプラズム - Ectoplasm,Leona Shishigami,,History:N
エソア - Esoa,momosu momosu,,Esoa
エソア -Ballad ver.- - Esoa (Ballad version),momosu momosu,,Esoa (Ballad version)
エルフ - Elf,Ado,,Elf
エンドロール - End roll,Amber's,,End Roll
オオエドランヴ -十年物 Edition- - Ooedoranvu -10th Edition-,Reol,,Ooedoranvu -10th Edition-
オオエドランヴ Live at NIPPON BUDOKAN 2024.08.17 - Oedo Lanvu Live at NIPPON BUDOKAN 2024.08.17,Reol,,No title in NIPPON BUDOKAN
オセロ - Othello,Miko Iino(CV:Miyu Tomita),4:18,KAGUYA ULTRA BEST
オトメの心得 - Otome no Kokoroe,GARNiDELiA,,Duality Code
オムライス - omelette rice,ReoNa,,omelette rice
オレンジ - Orange,seven oops,,Setsunaemotion
オレンジ - Orange,SPYAIR,,Orange
オントロジー - Ontology,Rain Drops,,Ontology
オンリー（『無職転生 ～異世界行ったら ... 異世界行ったら本気だす~』OPテーマ）,大原ゆい子,,オンリー（『無職転生 ～異世界行ったら ... 異世界行ったら本気だす~』OPテーマ）
オン・ザ・フロントライン - on the front line,hitorie,,Friend Chord
オーバーフロー - Overflow (feat. tulle),ナツノセ,,Overflow
オーバーライド - Override,Yoshida Yasei,,Override
カオスが極まる - Chaos Ga Kiwamaru,UNISON SQUARE GARDEN,,Ninth Peel
カゲロウ - Kagerou,ReaL,,19.
カザキリ,yanaginagi,3:48,Follow My Tracks
カタチのないもの (Another ver.) - Something Without Form (Another ver.),Nemo_Suzumi,,Something Without Form (Another ver.)
カタチのないもの - Something without shape,Nemo_Suzumi,,Something without shape
カナリア - canary,Sawamura Kirari,,canary
カノープス - Canopus,Novelbright,,Canopus
カミサマ・ネコサマ - KAMISAMA・NEKOSAMA,Nekomata Okayu,,POISONYA SYNDROME
カメレオンシンドローム - Chameleonsyndrome,Takahashi Rie,,Tomei Na Fusen
カラカラ - Karakara,kessoku band,,Kessoku Band
カラカラ -恒星- Live ver. - Karakara -Fixed Star- Concert version,kessoku band,,Kessoku Band Concert-Fixed Star- at Zepp Haneda(TOKYO)
カラフル - Colorful,ClariS,,Party Time
カラフル - Colorful,ClariS,,Colorful
カラフル -2017- - Colorful-2017-,ClariS,,Fairy Castle (Deluxe Edition)
カラフルパレット,日曜日のメゾンデ,,カラフルパレット
カルマ - Karuma,BUMP OF CHICKEN,,Orbital Period
カルミア - Kalmia,Tsukuyomi,2:53,Crescent
カレンデュラ - Calendula,RIRIKO,,Calendula
カワキヲアメク - Kawakiwoameku,minami,4:12,Kawakiwoameku
カワルミライ,ChouCho,,カワルミライ
カワルミライ (Cover Live) - - (Cover Live),春猿火,,CREAM PUFF LIVE 4 (Cover Live)
カーストルーム,ZAQ,,カーストルーム
カーテンコール - Curtain Call,Yuuri,,Curtain Call
カーニバル - carnival,muque,,carnival
ガジュマル ～Heaven in the Rain～ - Gajumaru Heaven in the Rain,ReoNa,,Gajumaru Heaven in the Rain
キセキ - Kiseki,GRe4N BOYZ,,A Domo Ohisashiburidesu
キミがいたしるし (James Landino Remix) - SACRA BEATS Singles - Kimiga Ita Shirushi (James Landino Remix) - SACRA BEATS Singles,halca,,Kimiga Ita Shirushi (James Landino Remix) - SACRA BEATS Singles
キュンリアス - Kyunrious,Kaede Higuchi,,Kyunrious
"ギターと孤独と蒼い惑星 - Guitar, Loneliness and Blue Planet",kessoku band,3:49,Kessoku Band
"ギターと孤独と蒼い惑星 -We will B- Live ver. - Guitar, Loneliness and Blue Planet -We will B- Live version",kessoku band,3:57,Kessoku Band TOUR We will B
"ギターと孤独と蒼い惑星 -恒星- Live ver. - Guitar, Loneliness and Blue Planet -Fixed Star- Concert version",kessoku band,,Kessoku Band Concert-Fixed Star- at Zepp Haneda(TOKYO)
ギフにテッド - Gifted,Wanuka,,Gifted
ギャンブル - Gambling,syudou,,Gambling
ギラギラ - Gira Gira,Ado,,Kyougen
クスシキ - KUSUSHIKI,Mrs. GREEN APPLE,,KUSUSHIKI
クリスマスの日じゃなくていいから - It doesn’t have to be Christmas Day,Yuika,,It doesn’t have to be Christmas Day
クリスマスイブ - Christmas Eve,Yuuri,,Ni
クリスマスソング - Christmas Song,back number,,Chandelier
クロノスタシス - Chronostasis,BUMP OF CHICKEN,,Souvenir
グッバイ宣言 - Good-bye Declaration,Wagakki Band,,Vocalo Zanmai 2
グライド - Glide,Myuk,,Glide
グランドエスケープ (Movie edit) - Grand Escape (Movie Edit) (feat. Toko Miura),RADWIMPS,,Weathering With You
グレースノート - grace note,Aimer,,grace note
グローエンブレイス - Glow Embrace,Shirakami Fubuki,,FBKINGDOM “Blessing”
ケアレス - Careless,ClariS,,Magia Record Season 2 Theme Song Collection
ケセラセラ - Que Sera Sera,Mrs. GREEN APPLE,,Que Sera Sera
ゲーム・ボーイ・アワー - Game Boy Hour,Yashiro Kizuku,,Game Boy Hour
コイセカイ - Koisekai,ClariS,,Koisekai
コネクト (Cover) - Connect (Cover),Hanon×Kotoha,,Connect (Cover)
コネクト - Connect,ClariS,4:31,Birthday
コネクト - Connect,ClariS,,Conect
コンプリケイション - Complication,Rookiez Is Punk'd,,Complication
コンプリケイション　-still struggle version- - Complication - still struggle version,Rookiez Is Punk'd,,From Dusk Till Dawn
ゴーストレタッチ - Ghost Retouch,Mikage,,Ghost Retouch
ゴールデンタイムラバー - Golden Time Rubber,SUKIMASWITCH,,Nayuta To Fukashigi
サクラキミワタシ - SAKURA KIMI WATASHI,tuki.,,15
サクラミツツキ - Sakuramitsutsuki,SPYAIR,,Sakuramitsutsuki
サムライハート(Some Like It Hot!!),SPYAIR,,Samurai Heart (Some Like It Hot!!)
サヨナラは言わないでさ (Cover) - Sayonarahaiwanaidesa (Cover),Kotoha,,Sayonarahaiwanaidesa (Cover)
サヨナラ予報 - Goodbye forcast,Weather Planet,,Goodbye forcast
ザイオン - XION,Hoshimachi Suisei,,SHINSEI MOKUROKU
シオン - Sion (feat. isui),tayori,,ASTER
シカ色デイズ - Shikairo Days,Kanoko Koshi (CV: Megumi Han),,Shikairo Days
シグナル - SIGNAL,WANIMA,,Everybody!!
シャッター - Shutter,Yuuri,,Ichi
シャルル - Charles,Ado,,Charles
シャングリラ - Shangri-la,幸祜,,Shangri-la
シュワシュワ - Shuwa Shuwa,Three Loop,,"TV Animation ""SLOW LOOP"" Ending Theme Song ""Shuwa Shuwa"""
ショコラカタブラ - Chocolat Cadabra,Ado,,Zanmu
シリウス - sirius,Eir Aoi,,Aube
シルエット - From THE FIRST TAKE - Silhouette - From THE FIRST TAKE (feat. Takahiro Yamada),KANA-BOON,,Silhouette - From THE FIRST TAKE
シルエット - Silhouette,KANA-BOON,,TIME
シルシ - Shirushi,LiSA,,Shirushi
シンシアの光 - Cynthia No Hikari,Eir Aoi,,D'azur
シーズインラヴ - She's in Love,sanetii,,She's in Love
ジュブナイル - Juvenile,ReoNa,,Tsukihime -A piece of blue glass moon- THEME SONG
ジレンマ - Dilemma,Wolpis Carter,,Dilemma
スィエル - Ciel (feat. Peco),amat's,,Ciel
スクラップアート - SCRAP ART,Inori Minase,,heart bookmark
ストライク・ザ・ブラッド - STRIKE THE BLOOD,KISIDA KYODAN & THE AKEBOSI ROCKETS,,STRIKE THE BLOOD
スノウドロップ - Snow Drop,Conton Candy,,Snow Drop
スノードーム - Snow Globe,Yuika,,Snow Globe
スノーノワール - Snow Noir,Sangatsu No Phantasia,,Snow Noir
スパークル,幾田りら,,Sketch
スパークル (original ver.) - Sparkle,RADWIMPS,,Human Bloom
スピカ - Spica,Rokudenashi,2:46,Spica
スピード - Speed,yutori,,Speed
ズルくてすごい,THE BINARY,,melon
セカイの色彩 - SEKAI NO IRO,AZKi,3:36,SEKAI NO IRO
セナカアワセ - SENAKAAWASE,AliA,,SENAKAAWASE
セルフロンティア - Selfrontier,ASCA,,Hyakka Ryoran
センチメンタルクライシス - Sentimental Crisis,halca,,Assortrip
センチメンタル・キス (Acoustic ver.) - Sentimental Kiss (Acoustic ver.),UshioReira,,Sentimental Kiss (Acoustic ver.)
センチメートル - Centimeter,the peggies,,The GARDEN
センパイ。 - Senpai,HoneyWorks,,BestSail
ゼロ - Zero,BUMP OF CHICKEN,,Ray
ソラゴト - Fake,ASU,,ASU
ソラニン - Soranin,ASIAN KUNG-FU GENERATION,,Magic Disk
ゾンビ - Zombie,shallm,,Zombie
タイムファクター - Time Factor,KAMI WA SAIKORO WO FURANAI,,Time Factor
ダイヤモンドの純度 - daiyamondonojundo,Yukino Yukinoshita(CV.Saori Hayami),,Diamod no jyundo
ダダダダ天使 - Dadadada Tenshi,NANAOAKARI,,Dadadada Tenshi
ダリダリ - DARI DARI,Iori Matsunaga,,DARI DARI
ダンスホール - Dance Hall,Mrs. GREEN APPLE,,Dance Hall
ダーリン - Darling,Mrs. GREEN APPLE,,Darling
チカっとチカ千花っ,小原好美,2:59,チカっとチカ千花っ
チキチキバンバン (DJ KAYA Trance Remix) - CIKI CIKI BAM BAM (DJ KAYA Trance Remix),QUEENDOM,,Ciki Ciki Bam Bam (Special Paripi Album)
チキチキバンバン (Inst Ver.) - CIKI CIKI BAM BAM (Inst Ver.),QUEENDOM,,Ciki Ciki Bam Bam (Special Paripi Album)
チキチキバンバン (KOTONOHOUSE Remix) - CIKI CIKI BAM BAM (KOTONOHOUSE Remix),QUEENDOM,,Ciki Ciki Bam Bam (Special Paripi Album)
チキチキバンバン (YUC'e Remix) - CIKI CIKI BAM BAM (YUC'e Remix),QUEENDOM,,Ciki Ciki Bam Bam (Special Paripi Album)
チキチキバンバン (高速 Ver.) - chikichikibanban (High Speed Ver.),QUEENDOM,,chikichikibanban (High Speed Ver.)
チキチキバンバン - chikichikibanban,QUEENDOM,3:23,chikichikibanban
チューリングラブ - Turing Love (feat. Sou),NANAOAKARI,,Nanakorobi Nanaoki
ツキミソウ - Evening Primrose,Novelbright,,Opening Declaration
ツバサ - Tsubasa,Nanahoshi (CV:Shion Wakayama),4:33,Tsubasa
ツヨガールフレンド - Am I your girlfriend?,otonari,,Am I your girlfriend?
テキトーなその日暮らし - tekito na sonohigurashi,MEGATERA･ZERO,,tekito na sonohigurashi
ディザイア - Desire,PELICAN FANCLUB,,Desire
デート・ア・ライブ - Date a Live,sweet ARMS,,Date a Live the Movie: Mayuri Judgement Original Soundtrack
トゥインクル・デイズ - Twinkle Days,harmoe,,Twinkle Days
トコハナ,yanaginagi,,ポリオミノ
トランジスタ・駄・デカダンス - Transistor Da Decadence,Sawamura Kirari,,トランジスタ・駄・デカダンス
トリセツ - Torisetsu,Kana Nishino,,Just Love
トワイライト - Twilight,shallm,,Twilight
トワイライト - Twilight,yukinifuru,,I'll Lie Tomorrow
ドッタバッタ珍道中！ - Dotta Batta Chindochu!,Ookami Mio,,My Sparkle
ドライフラワー - Dried Flower,Yuuri,,Ichi
ドライフラワー - Dried Flowers,Ado,,Ado's Utattemita Album
ドライフラワー -オーケストラアレンジver.- - Dried Flowers -Orchestral Arrangement Version-,Yuuri,,Hibiku
ドラマチック - Dramatic,Base Ball Bear,,Seventeen
ドラマチックじゃなくても - Not As Dramatic As...,Kana Hanazawa,4:23,Memoirs and Fingertips
ドラマチックに恋したい - Doramachikkuni koishitai,Hikari Codama,,Doramachikkuni koishitai
ナラティブ - Narrative,Tsukuyomi,,Narrative
ナンカイレンアイ - NankaiRenai (feat. GUMI),Takanon,,NankaiRenai
ニブンノイチ - Nibunnoichi,BACK-ON,,RELOAD
ニワカ雨ニモ負ケズ - Niwaka Ame Nimo Makezu,NICO Touches the Walls,,Niwakaamenimomakezu
ネクロポリス - nekropolis,Tsukuyomi,,nekropolis
ネグローニ - Negroni,MEGATERA･ZERO,,Negroni
ノスタルジア,AliA,,ノスタルジア
ノマド - Nomad,Keina Suda,,Nomad
ノーザンクロス - Northern Cross,May'n,,MACROSS FRONTIER Opening Theme Lion
